,id,tweet
2542,78296348,"""@username ogbeni @username ,how far? u b confirmed e-almajiri and u dey form wealth? big time olofo ni iwo bobo yii sha. see ur life outside."""
2543,78296349,"""this!!!! yoruba's will say ""oko buruku se fe ano buruku o ose ni"" ##url"
2544,78296350,"""yes, his 2pac in buba &amp; agbada.   ode oniranu 😂 ##url"
2545,78296351,"""@username olodo ni o ooo🤣🤣🤣🤣🤣"""
2546,78296352,"""@username shame... ode ni e... oloburuku ni e... comparing a family of wealth with q single liar from iragbiji osun who is trying to be nigeria landlord... olofo gbogbo..."""
2547,78296353,"""@username well, i was referring to sane humans, who cares about humanity and not a imbecilic moron whose only claim to live is worshiping his slave masters. ìwọ́ ọ̀mọ̀ radarada oshi"""
2548,78296354,"""ojude oba part 2 🔥🔥🔥 @username 🚀🚀🚀 @ ijebu ode ##url"
2549,78296355,"""@username olódò òsì.  na to dey cause trouble for tl.  if you don't translate that story to my understanding english you will see what i will do to you after dinner"""
2550,78296356,"""@username wait ooo... nbo latu jaasi bayii mahmoud pls declare obi as social media president ooo oooo #sopeotilo  2019 olule 2023 olule eluupi olule obi olule"""
2551,78296357,"""@username kinni gbogbo eleyi to ri olohun😂🤦🏻‍♂️"""
2552,78296358,"""what is doing this one ... bosking day “ olodo jatijati ##url"
2553,78296359,"""if not for judas that betrayed jesus, we for no get this holiday, omo buruku l'ojó ti é."""
2554,78296360,"""okugbe olori gbigbe oni dimples oshi 🤣🤣😂 ##url"
2555,78296361,"""shala to my oluyole giran unbothered mother clique. kosaye oshi ##url"
2556,78296362,"""some of these fc's are using the death of his son to mock him.  ani eleribu lo poju ninu yin. music twitter &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;"""
2557,78296363,"""nobody asked you for this stupid info. oponu ayerada afofun buruku omo ale jatijati ##url"
2558,78296364,"""lmao 😂!!! olofo ##url"
2559,78296365,"""for ease of movement and connection of travelers to their destinations, @username led administration has successfully completed the overhead bridge/ineterchange linking ijebu ode-epe-sagamu-benin expressway.  #buildingourfuturetogether #iseya #ogunstate #dapoabiodun ##url"
2560,78296366,"""@username you are an idiot for this nonsense you posted. didn't you see i asked a question? eyin omo radarada alainironu apoda oshi. your entire family will be blind. alaileko omo ale lasan lasan ko de ni da fun e."""
2561,78296367,"""cook her🙏🏽 awon holier than though. tori ewo ni question ofo!?!? ##url"
2562,78296368,"""@username see your oloriburuku self. see as you be! see your drug lord lips 👄. and you are suffering oooo. see as your werey eyes 👀 be self. oloriburuku ọmọ ìran kiran. ##url"
2563,78296369,"""ori e ti jaamu afofun gbemu, omo ale ##url"
2564,78296370,"""ewo leegungun oshi to gbe sara. oloun o ni je n ri iru re o. ##url"
2565,78296371,"""adding to the ratio   eyin olofo 😩 ##url"
2566,78296372,"""@username omo radarada means oniranu."""
2567,78296373,"""born in ijebu ode, ogun state school in ogun and lagos states  hail from ogun state living in lagos ##url"
2568,78296374,"""@username your mother obori, malu, ode, werey oloriburuku"""
2569,78296375,"""@username as u no get job , na tinubu u they monitor up n down. olofo ton binu ologo"""
2570,78296376,"""akanbi omo olodo'de, jagaban borgu, asiwaju gbogbo eko and next frn-001   happy birthday sir.... igba yin a san nigeria!!!   may asiwaju succeed!!!"""
2571,78296377,"""beauty personified 🥰👑  omo olofo loma binu omo ologo if you no u no #tachaisbig  #tachaisbig ##url"
2572,78296378,"""awọn ti o ñ bori fojusi lori bori. olofo dojukọ awọn lori bori. tẹsiwaju laisi idiwọ."""
2573,78296379,"""@username warrior, akanbi, olodo ide 😭😭"""
2574,78296380,"""@username obidiots, are these tinubu thugs? awon eranko radarada."""
2576,78296382,"""@username at ijebu ode , ogun state nigeria 🤣😂😂🤣"""
2577,78296383,"""4.1m followers meehn i can't relate werey po ni naija yi ##url"
2579,78296385,"""omo i mean that ozioma girl cause she is always chatting crap and claiming activist.someone i met while she wanted to get drugs at ozolua.she can unblock me and let’s clear the air.eranko jati jati!"""
2580,78296386,"""@username keep asking as a lawyer till next presidential election 2027..o ti lulẹ nigbeyin."""
2582,78296388,"""awon eleyi ti ya wèré ni sha... ##url"
2583,78296389,"""omo ale jati jati i pray you or someone close become a victim of this brutality  then you will know what it is oniranu oshi ##url"
2584,78296390,"""@username you can .... “oloriburuku, werey jatijati, take this 100k and vote for me”, as simple as that!"""
2585,78296391,"""@username gbogbo eleyi ko necessary nah...how arsenal take reach here again nitori olorun??"""
2586,78296392,"""cp ben nebolisa okolo fdc, commissioned the prosperity security post, constructed by chief chinedu arthur-ugwa, coordinator ohanaeze ndigbo youth wing, south-south, at the yenagoa area command headquarters, opolo, yenagoa. ##url"
2587,78296393,"""@username eleyi gidi gan o. 😄"""
2589,78296395,"""werey ni gbogbo yin ☹️ #asuu #naira"""
2590,78296396,"""just a gentle reminder that @username has not see sunshine stars play at the akure township stadium since he became governor.  the last time he saw them play was during a week 37 match against fc ifeanyiubah in ìjẹ̀bú òde back in 2017.  sunshine stars won 4-0 that day."""
2591,78296397,"""omo ale jati jati... eran ogun nie @username ##url"
2592,78296398,"""werey po gan ni aiye yi sha ##url"
2593,78296399,"""@username your mother grandmother and all your female offspring are and will be stupid for the rest of their life. oloriburuku.  koniragba dun iyalayae. i full ground here for you. ofo lomashe"""
2594,78296400,"""dead nigga  olofo ##url"
2595,78296401,"""to be je wi pe this is true, omo ale jati jati ni bobo tariq yi @username ##url"
2596,78296402,"""love is a beautiful thing its an engagement @ oki olodo junction,ibadan! ##url"
2597,78296403,"""olorun n da ohun gbogbo ti ota ti daru pada ninu aye re... ni oruko jesu! #imupadabọsipoatọrunwa #royalminister #theroyalminitries #ojuaroleoodua"""
2598,78296404,"""manu management and media team phones go dey ring like werey bayii 😂😂 omo elomi onisun …  staff imi mati gbe ronaldo sepe bayii😂😂"""
2599,78296405,"""dis one starting 11 with reserves awon olosi ole jati jati @username ##url"
2600,78296406,"""ole ni eleyi ooo. awon oil and gas ##url ##url"
2601,78296407,"""@username congratulations to our president elect  akanbi  omo olodo ide"""
2602,78296408,"""olofo lo nbinu ologo  happy birthday sheikh faruq onikijipa al-miskin billahi  more years to come  @username our own two glorious men in ilorin may god continue to protect you home and abroad ##url"
2603,78296409,"""oloriburuku omo ale ##url"
2604,78296410,"""@username none of these 2, my candidate is asiwaju bola ahmed tinubu,the jagaban of nigeria, akanbi omo olodo ide, bat, omo ju omo lo 1 of nigeria,e mi l'okan 1 of nigeria, city boy, oko city girl distinguished senator oluremi tinubu"""
2605,78296411,"""wahala ni eleyi ooooo"""
2606,78296412,"""the awujale of ijebu land oba sikiru adetona with the senate president of the federal republic of nigeria.. dr. bukonla sarai at the just concluded ojude oba #smilesnmorephotography 💯… ##url"
2607,78296413,"""ori to ma fo iyalaye e ku! omo ale! koshi kuro ninu mention mi!! ##url"
2608,78296414,"""soro sokè weyrey😂😂😂🤣 ##url ##url"
2609,78296415,"""now we see why his mumuness was pressed 😅 atenu oshi, onijekuje agablagba eleriibu 😁 igbo eleyi o kwenu kan kan, ode agbalagba oshi ##url"
2610,78296416,"""lmao gbogbo eleyi o necestri forgoosake 😭😭😭😭. ##url"
2611,78296417,"""if you like go from debate to debates, werey, wahala iyalaya baba iyalaya oponrin iyalaya niyen😩😂😂😂😂. sir. werey. ##url"
2612,78296418,"""werey ni ajulọ, kò jù bẹ lọ 😆😆😆😅 ##url"
2613,78296419,"""kini gbogbo ori buruku yi gan na. so the reason for marrying the man is so obvious  @username are we not in ijogbon like this? ##url"
2614,78296420,"""dem say oniranu ni eyin noh 😂😂#rebuildilorinreputation ##url"
2615,78296421,"""@username konji ti mu iya werey lol"""
2616,78296422,"""olodo gidi ni bobo yi, shut up your stinking mouth if you don't understand yoruba ##url"
2617,78296423,"""garri ijebu, the best garri in the world will be available at #oguntwitterhangout ##url"
2618,78296424,"""#thecuteabiola...werey ni jamo ooo ##url"
2619,78296425,"""awon eleyi ti ya weyrey ##url"
2620,78296426,"""omo ale ogun ota kill you ##url"
2622,78296428,"""@username come march 11 apc and tessy maa lulẹ"""
2623,78296429,"""@username omo ofo,omo ale aletenuje,oniranu,oni doti,afofun , were omo,alatenuje,elenu pelebe ,koshidanu"""
2624,78296430,"""bi werey bi asinwin ni bobo joe yi ma attract😭#younetflix"""
2625,78296431,"""@username ole oloriburuku,ólé.akotileta,apayan.he met the lady online, he's 30+ while the lady is close to 50.she bought him a toyota highlander,he sold it off.the lady got very angry when she found out,he hit the lady on the head with a pestle."""
2626,78296432,"""this wan na beast ó. kò beauty kankan. this groovy na múmu man. #bbnaijajohnniewalker"""
2627,78296433,"""hi there, guess who's in the news? we are, we are!! 💃🏾💃🏾💃🏾 in this week's saturday tribune, òkòlò art community's yinlaifa edolo was interviewed by kangmwa gofwen about the community and our activities.  please click on the link below to read the article! ##url ##url"
2628,78296434,"""koshi danu... omo ale jati jati... omo alai niran... ##url"
2629,78296435,"""gbogbo eleyi o necestry, ishan lo pa bruce lee. heaven is the goal, let's focus on that ##url"
2630,78296436,"""now that the world is watching , nigerian police decided to show off their barbaric side. àwon oloriburuku gbogbo #endsars"""
2631,78296437,"""the disrespect! calling a state leader an 'eleyi' is the height of arrogance for baba tinubu. dapo abiodun and the people of ogun deserved better.  it is done• #asuu• eleyi• #peterobi2023 • buhari• tinubu • #apcprimaries • chioma • dapo abiodun• ribadu • #takebacknaija ##url"
2632,78296438,"""@username oponu olodo rabata.  that tweet was personalized, you know what the “i” pronoun stands for?"""
2633,78296439,"""by now @username should be under mat or bed be crying 😭 awon oloriburuku baba meji  atoku maku, amo onrun malo  thank you @username thank you @username thank you @username ##url"
2634,78296440,"""@username omo ale! agba osi! arije nibi madaru! alagabagebe!"""
2635,78296441,"""i smell way too nice today than for me to be getting angry over what doesn't and can't matter. aisan bansa! ofo ojo keji oja ni"""
2636,78296442,"""ko ni dafun ebo ofo te n gbe kiri.  werey wo lo bere ebo oshi lowo yin?  bastards and demagouges politicizing culture, snacking their heads in tinubu's ass.  so, only apc is lagos, every other aspirant who is not from apc is an enemy?  okan gbogbo yin o ni bale. ##url"
2637,78296443,"""god will punish that kwam 1’s bastard. oloshi omo jati jati"""
2638,78296444,"""@username assin eh! olodo rabata  ni bobo yen"""
2639,78296445,"""a very happy birthday to princess musharafat ojogiwa. @ gambari street lagos ##url"
2640,78296446,"""🤣 🤣   awon eleyi kala gan ##url"
2641,78296447,"""@username oloriburuku ni e.   well-meaning yoruba people like me will keep speaking up so they don’t categorize us all as a lowlife bigot like you.   also, return your certificate to unilag. you’re a failure. ##url"
2642,78296448,"""garri ijebu is a bae ❤️❤️ @ oshodi, lagos, nigeria ##url"
2643,78296449,"""medical outreach rally in ago-iwoye market  the redeemed christian fellowship olabisi onabanjo university chapter and its alumni body in ago-iwoye in ijebu north local government area of ogun state nigeria, plans to… ##url"
2644,78296450,"""@username investiture of rtn tanwa osinubi as 37th presidents of rotary club of ijebu ode. ##url"
2645,78296451,"""he has no house   except the ""houses"" in kaduna and daura  ori yin ti daru sir #apcprimaries"""
2646,78296452,"""who is imam of peace ? ta ni o mo okolo lo e loyo"""
2647,78296453,"""@username you will die nii seh, if to say sars don kill one of your family you won’t be talking rubbish here, better go and learn work oloshi, oloriburuku, omo ale, jati jati, koni dafun awon énj to bi éé, wàà jona nii, you will run mad 😡, stupid boy, bastard idiot, foolish"""
2648,78296454,"""@username ori lo gbe ki shey ole!"""
2649,78296455,"""@username awon omo ole"""
2650,78296456,"""@username i found a new fav crazy 😂😂😂. eleyi san lórí gan o😂😂😂😂"""
2651,78296457,"""@username werey ti po ju 😅😂🤣😎"""
2652,78296458,"""the annual ojudeoba festival in ijebu will witness the absence of two prominent sons and ally of his highness oba sikiru adetona awujale of ijebu land, the first is the olori omo oba akile ijebu otunba michael olasunbomi balogun and giwa bisi rodipe rip @username ##url"
2653,78296459,"""leemao. eranko ni e ##url"
2654,78296460,"""ojú olè rè. a thief caught in an estate near me in alaaka/elebu. he removed electrical wires from an uncompleted building. this is personal to me because thieves did same to me in my trinity one estate in omi adio. you have “guns” like this and barao is what you choose to do. ##url"
2655,78296461,"""@username for social media polling center🙄😴😁   awon wèrèy jatijati"""
2656,78296462,"""the sam prof pat that want new nigeria ??? oluwa in olodo agutan mi ##url"
2657,78296463,"""book 1bedroom fully serviced apartment for short stay and long stay  📍lekki phase 1  n50,000   #congratulationsobidatti section134 #tinubulshere #davido ip- 1, 125,400 rccg rivers 25% of fct national collation center sanwo olu olodo #inecelectionresult nweke yoruba ##url"
2658,78296464,"""aye iyalaye ma bajé.   omo alé jatijati.  o'fé fi iya gba star.   wa shorebu ni. ##url"
2659,78296465,"""here's the 7.4km oru-awa-ilaporu road in ijebu north local government that will be commissioned today.  indeed, dapo abiodun @username is a silent achiever   #buildingourfuturetogether #iseya #ogunstate #dapoabiodun #datill2027 #apc2023 #igbega2023 #renewedhope23 ##url"
2660,78296466,"""asuu must extend the strike just for oyetola to have a taste of what students in nigeria are going through since he started studying the just concluded election in osun state. ode oshi 🤣"""
2661,78296467,"""ori won ti daru sef....rada rada ##url"
2662,78296468,"""@username awon brother kunle ofo"""
2663,78296469,"""anjuri is who anthony thought he was. the thing dey pain tony to the extent he called anjuri names 🤣🤣🤣. ani olofo lo man binu ologo 👌 just like bode george that sees jagaban in his dreams everyday 🤓🤓 obsession anjuri loma paa anthony lass lass 😁😁😁🙌 ##url"
2664,78296470,"""listen to psquare discuss the future of afrobeats. wizkid was sitting right next to them 11 years ago.  olodo psquare even tinubu lagos #ibadan #asuu fulani tolu eniola #oyowelcomesobidatti #oyoforobidatti lake chad ##url"
2665,78296471,"""@username ani werey ni gbogbo wan  awon omo ale jati jati  and the funniest part is prof wole soyinka might have tot some of their papas and mamas o. if prof is radical now, what is their mama and papa?  awon omo a ko ni sita bi omo ojo mejo"""
2666,78296472,"""@username ok ma, emabinu olori olodo"""
2667,78296473,"""happy birthday to one of the most illustrious sons of the kuku dynasty in ijebu ode. chief olo'rogun afolabi kuku(kuku special). the fuwagboye of kuku dynasty.a man of high repute  and tested  integrity . may ur… ##url"
2668,78296474,"""#sense iku fẹ pa alapata o n kigbe, ọmọ eranko to n da loro nkọ  (the butcher is afraid of death,what about the animals you've terminated their existence ?) ##url"
2669,78296475,"""aye iya ẹ dẹ ma bajẹ ní, iwọ ole jatijati yi..é nor go better for you and your entire generation, lowlife scammer ##url"
2670,78296476,"""eleyi a kàn má rerin oshi kan ni🤣🤣"""
2671,78296477,"""ori e ti daru gidi gan... you better go and see optometrist ##url"
2672,78296478,"""@username awon oloriburuku aye yin o ni da"""
2673,78296479,"""awon knacks by barter gang be like i don't like public transport. awon omo ale, ole alapa masise, ofon, faworaja."""
2674,78296480,"""we can't wait to see the bigot being kicked out of eko.  eko oni baje tori awon ijebu e le yin. ##url ##url"
2675,78296481,"""help me beg @username to remove the padlock in his account. we are not done. olofo. oloriburuku… you think you can change handle. ofo ni wa se ##url"
2676,78296482,"""oloshi ,eni kure . wetting bring nigeria inside the matter ? ##url"
2677,78296483,"""ojude oba festival is an ancient festival celebrated by the yoruba people of ijebu-ode, a town in ogun state, southwestern nigeria. this annual festival usually takes place the third day after eid al-kabir, to pay homage and show respect to the royal majesty, the awujale of ijebu ##url"
2678,78296484,"""@username olofo ni e"""
2679,78296485,"""president kizzle when a man fucks up: okurin buru, okurin ya werey gan  pk when a woman fucks up: hmmm, omo x 1000 ##url"
2680,78296486,"""and the award for the dumbest artiste of the year goes to... yours truly temmie ovwasa 🙌🏿 eranko ##url"
2681,78296487,"""#kwarastatevolunteers have started the #sdgsfamilyactivation  day 1   patigi bode sa'adu ajanaku village, oke oyi edidi sabo oke alangua's / tipper garage sanrab / mfm  taaoheed / basin mubo street  salako alagbado / sobi new yidi road onikanga gra gaa akanbi  ...are activated ##url"
2682,78296488,"""@username coming from a misogynistic bigot like you is 🤮🤧🥵 oloriburuku omo ale, o ma so fo danu, isinku e oni jere"""
2683,78296489,"""@username bobo yi omo anything,ko lo si school mennn 😔shhhh, overrated olodo!"""
2684,78296490,"""@username by the way @username this is taiwo doing a bit of reminder for the poor man. 🤣🤣🤣. obirin buru gan."""
2685,78296491,"""ta ni bro e? sho ti ya werey ni? your bro is in yaba, omo ale jati jati. ##url"
2686,78296492,"""if truly it's genuine you should be riding lambo by now,  ole jati jati  won fe gba yin ni o ##url"
2687,78296493,"""she don show herself  omo ale  mo sha werey ni blocking danu😂😂😂  alaye baje ##url"
2688,78296494,"""i have beautiful names like teminikanlayo, mojolaoluwa, esther, ariyike, olajumoke abbl.   but cos we are friends, you will now call me ""oloshi, how far""?  we can't even be friends in the first instance.  that's disgusting."""
2689,78296495,"""@username that oloriburuku alfa that’s selling nylon, fingering little girls was his speciality."""
2690,78296496,"""@username 😂😂😂😂😂 oloriburuku ni bobo yen. i'll locate him and beat him up if he does tbh"""
2691,78296497,"""@username but wait #arabambi told you already ""jerki won ma bu e, ébu o so... olofo laawon, olofo loma binu ologo, ologo laawa... #wefollograndpacome2023... make una listen now ooo, @username no dey let go until after 8 years of which the permits #fem #wrblo 🔌🥶📞"""
2692,78296498,"""got to ìjẹ̀bú today and found a hot soup of egusi garnished with assorted meat waiting for me at home.  this december is about to get #detty  p/s: i'm on my 5th piece of meat as i type this 😈.  #dettydecember"""
2694,78296500,"""@username olodo ni channel’s yi sha…….. in this circumstance, there was no foreign judgment in the first place"""
2695,78296501,"""omo ale, olori buruku oshi! ##url ##url"
2696,78296502,"""@username eranko you can only talk about lekki but not your anambra oloriburuku."""
2697,78296503,"""ah! ah!  @username was did justice to that role 👏👏👏 he became akin 100%..   @username ọlọpa x @username ọdaràn òṣì y'all deserves an oscar, from the cast to the crew  my favorite scene.. so real 🔥 🔥 🔥 #brotherhoodthemovie ##url"
2698,78296504,"""@username this is a stupid question @username infact you are very stupid to asked this question. oloriburuku ni gbogbo yin"""
2699,78296505,"""landlord: go up and call your dad for me me: he is not home landlord: i said go and call your debtor father for me.... ""oloshi, o fè bá ilè mi jè  me: ##url"
2700,78296506,"""@username you are a bastard!! oloriburuku omo ale jati jati"""
2702,78296508,"""ara buruku kon koni ni aleyi 😑"""
2703,78296509,"""agbaya. ode. olofo ##url"
2704,78296510,"""awon oloriburuku oshi ##url"
2705,78296511,"""happy birthday to chief olusegun osoba  the aremo awujale of ijebu land  the araba of yewa land the akinrogun of egba land. ##url"
2706,78296512,"""dangote is now richer than nigeria. if he can set up and build a refinery with his partners in less than 5 years and we’re unable to do same in 24 years 😢😢😢 eeeni sorire ooo. imagine 7trillion for subsidy! how much to maintain our refineries ? ati lule #abuja enough is enough"""
2707,78296513,"""@username sprayed her armpit?? team gifty👏🏿👏🏿 oloyinbo oshi #bbnaija"""
2708,78296514,"""to ba le dàrú ko dàrú nut nobody will say i didn't try."""
2709,78296515,"""@username you can see nobody responded to the idiot. the one came, blab and left like a snake that passed thru the rock without impact. asiere. bastard oloriburuku igwe"""
2710,78296516,"""@username abi oloriburuku ni eni ni sir"""
2711,78296517,"""ori e ti daru tunde. ##url"
2712,78296518,"""maybe he'll have to suspend his retirement. awon olojoro oshi ##url"
2713,78296519,"""awon eranko jati jati ##url"
2714,78296520,"""omo àlè jati jati.  abeg if you get plug for 2012 benz for 7m, connect me o ##url"
2715,78296521,"""bastard bastard omo ale jatijati😂 ##url"
2716,78296522,"""werey leleyi walai olorun oban gbo ##url"
2717,78296523,"""@username is it not the same aka crying over an award won by burna boi       may god seize your brain  oloriburuku omoàlé    oloshi awon xenophobic being"""
2718,78296524,"""look at the people we are praying for. a se ęranko ni won. ##url"
2719,78296525,"""soro soke!!! kilo so!!! weyrey ni gbogbo yin.....like you ban rallies in ondo and edo ani????.....  we are not backing down!!! #endpolicebrutalityinnigeria ##url"
2720,78296526,"""help us in searching for mr. bello abdulahi lamba.  he's a staff of adéyemí college of education, ondo.  he resides in ondo city....🙏 ##url"
2721,78296527,"""in case you have forgotten....  this is a gentle reminder that  i am that ekiti boy....  inn ora lule oo.. ekiti kete..  oh.. you can shoot your shot too.. 👌 ##url"
2722,78296528,"""@username that dude must be on some shit oniranu jati jati. oloriburuku sombory"""
2723,78296529,"""sakamanje 😂😂😂 ori gbogbo yin ti daru  😂😂"""
2724,78296530,"""@username please this is not the essence. gbogbo eleyi o necessary. haba"""
2725,78296531,"""now that whatsapp is down, let's switch to facebook messenger. wón ti lulè!"""
2726,78296532,"""lagos don't negotiate with unwanted elements. i love lagos.  meanwhile, i will be one of the people that will be on my state governor sèyí makinde. we can't can't close our eyes again, nítorí tí èèyàn bá yan ẹ̀pà fún afọ́jú, kó ma ṣúfè.   #governors #governorelect"""
2727,78296533,"""olofo ni iwo boboyi ##url"
2728,78296534,"""@username pay no attention to this kind of stuff and continue being yourself. awon werey to ma n fi gangan fa nko ti owo won o to ni awon eleyi fe.  awon oloriburuku somebody"""
2729,78296535,"""@username .e.o miokanju follow @username for more update . .  . . #marliamendonça #wednesdaymood #follow4followdc #followforfollownaija #vídeo #followmebaby #followmeplz #wednesdaymorning @ ijebu ode ##url"
2730,78296536,"""ogun state governor, prince @username had a town hall meeting with people in ogun east senatorial district, on the 2020 budget for the state at ijebu ode. 📷 @username #buildingourfuturetogether @username ##url"
2731,78296537,"""@username you are really dumb and you and your family members will not know peace in this life and in the hereafter....oloriburuku ashinu alayebaje omo ale jati jati"""
2732,78296538,"""wedding guests... @ olodo ibadan oyo state ##url"
2733,78296539,"""watching the disciples of the android version of drake come for burna. o da pe gbogbo yin ti ya werey gan. eyin omo ale radarada ##url"
2734,78296540,"""olofo l’on binu ologo…  man no fit tire man always on the roll…"""
2735,78296541,"""aja lo ma je enu e. iwo eranko lasan lasan yi! omo pau bi ibon. ko ni ye e! ##url"
2736,78296542,"""you just changed officer taofeek’s uniform!   awon eleyi ti ya weyrey tan! ##url"
2737,78296543,"""@username lol, olodo, 360 degrees view"""
2738,78296544,"""ori gbogbo yin ti daru... expelled over the action that took place outside the school premises and while the school was even on break.   i swear werey ni yin. 😡 ##url"
2739,78296545,"""‘owó lulè’ : how football rejects nff’s money ##url via @username """
2740,78296546,"""if you're in abuja, how many mudus or bags will be sufficient for you, rt and dm, and i'll send some mudus of legit ìjẹ̀bú garri to you for n600/kg. #garriijebu #ijebugarri #abujaplug #abujatwittercommunity ##url"
2741,78296547,"""@username now i’ve hit where it hurt most   modern slavery kept you in the uk   entitlement mentality made you think because you’re an asylum seeker then you’re better off all nigerians living in nigeria   oloriburuku omo ale ni iwo boy yi sha, oni se ori ti da"""
2742,78296548,"""ode buruku ni bobo yen sha. rapist oshi 🙄 ##url"
2743,78296549,"""🤣🤣😂😂😂 #apc nextlevel na #garri ìjèbú without sugar, groundnut, milk and water #wise up feb 16 # nigeriadecide @ lekki ##url"
2744,78296550,"""lamba ti porju @username oto yin!!! #reconstructnigeria #endsarsnotreform #endsars"""
2745,78296551,"""oloshi oshiomile disgraced when he went to represent emi lokan to deliver his address. this is a new nigeria 🇳🇬 in action ##url"
2746,78296552,"""kanipe igba aiye moses la wa, gbogbo eleyi o ni le shele o. 😭. the days when the law ruled, not grace."""
2748,78296554,"""@username take the case to the court now, oloriburuku masafannii."""
2749,78296555,"""oloriburuku ni ole man #oleout #munpar #mufc"""
2750,78296556,"""if big brother try nonsenseand pere got evicted ehn, were má ṣe ní. what rubbish!!! twist oshi wo ni gan?"""
2751,78296557,"""how do you expect a drop out to understand colonialism and imperialism.. omo ale jatijati #securethetribe"""
2752,78296558,"""if you like off your pant because of valentine gift 💝 tię ta ni’yęn                  see as werey dey blushing like she never see 🤍 and ❤️ before                      ólòjú kókòrô õmõ ##url"
2753,78296559,"""awon eleribu gbogbo..naso money easy to get laye buhari 😂 ##url"
2754,78296560,"""@username they left their ipob ravaged region to come &amp; tell us how &amp; whom to vote for in tinubu's lagos.  awon werey, olóríburúkú, akindanidani, afofungbemu somebody"""
2755,78296561,"""@username olofo ni keyamo yi shaaa  like we are not dummies man!🤷🏽‍♂️"""
2756,78296562,"""@username pathological liar, you think you are watching movies here right. olódò"""
2757,78296563,"""the first time olamide came to unilorin 😂 it was on a friday during jummat prayer,all the hijabi sisters and alfa left the prayer ooooo😭😭😭 to see olamide walahi ko funny 😭😂😂 unilorin daru ni ojo yen ##url"
2758,78296564,"""congratulations and happy married life to mobolaji and david god bless your union.❣️ @ oki olodo junction,ibadan! ##url"
2759,78296565,"""@username oloriburuku ni gbogbo awon family ee for you not have sense to engage tweet without cause and insult.😏  she's my wife with a beautiful daughter already, na weeding party we never throw.🤡 ##url"
2760,78296566,"""zenith bank put me for unnecessary pressure on monday and tuesday sha. mo dupe lowo olohun ti ori won o buru jale. #kamapademo"""
2761,78296567,"""my pu at gbobi/yaba. house of assembly and governorship. also the pu results front of my house 😂😂. atoko wa baléje e ni wa mo, awon ole. ##url"
2762,78296568,"""@username eleyi gidi gon o 😲🤤😩"""
2763,78296569,"""you are showing hiw your parents did a very bad job by showing support for someone that disrespect an elderly person oloriburuku omo ofo. onikure ##url"
2764,78296570,"""@username your papa dull pass me  oloriburuku omo jati jati"""
2765,78296571,"""@username it shall never be well with people behind this... awon oloriburuku administration."""
2766,78296572,"""talo ni bro oshi 😏 ##url"
2768,78296574,"""@username thats it na ... olodo ni eleyi ni"""
2769,78296575,"""@username “churches and mosques will be shut, there will no congregational prayers or services either within these places of worship or outdoors. wedding events and all social gatherings are strictly prohibited""  oloriburuku ni yin @username """
2770,78296576,"""@username awon oloriburuku 😂"""
2772,78296578,"""gbogbo wan ti ya werey papo ##url"
2773,78296579,"""imagine what this woman will turn out to be, n some alainironu werey kon will begin to jabo anyhow. at d end, oloriburuku ni awon okunrin kon n they deserve all d wickedness in this world until they change their ways. ##url"
2774,78296580,"""to all the lagos great nigeria youths ! this is olosan police station dpo moshin . you guys should do the needful .... oloriburuku ómon radarada, ómon ale yoruba #endsars #lagosprotestsagain #endsarsprotests #aishayesufu #lagosprotesters ##url"
2775,78296581,"""@username if una like make una buy òpómúlérò una go still lule"""
2776,78296582,"""olofo lon binu ologo ✅ laycon💡  irawo agbaye  #bbnaijalockdown ##url"
2777,78296583,"""@username too tall to prostate 😄😃😂🤣.....@username eleyi tun gidi gan o🙃🙃"""
2778,78296584,"""@username fela is not his father...  omo ale ni eleyi.!🙄😏"""
2779,78296585,"""lmao seyi go to where ?? ode pe ori yin ti daru ##url"
2780,78296586,"""if there is😆 phd in screen shot some of u supposed don add dr. lakasigbe to your name.  eleribu somebody otifi gbogbo alubarika ayé e ṣe screen shot."""
2781,78296587,"""las las ole ma ko weyrey re kuro ni club wa😠 ##url"
2782,78296588,"""🦅 eye ti gbera , 🐎eshin tin japa ..., ilu ti daru😩 ##url"
2783,78296589,"""oya wave your biafra flag now 😂😂😂😂 awon olofo!!!"""
2784,78296590,"""@username akotileta omo ale jatijati"""
2785,78296591,"""happy 3rd birthday to the princess of seemie events 💜💖❤️.  we love you darling, princess aláràlolúwa eunice olufunmilade. god bless you dear💯🎁🎉🎊 @ ijebu ode ##url"
2786,78296592,"""@username awon ole oponu, olule 🤪🤪🤪🤪 ##url"
2787,78296593,"""ode ni eleyi ##url"
2788,78296594,"""honestly if our senseless government know how to embezzle crypto am 1000% sure they will never ban it. am sure they don't know that banning crypto is just like saying they are banning dollars....🤣🤣🤣 awon werey jatijati oponu ode alainironu!!!"""
2789,78296595,"""weyrey ni bóbó yén shá😂😂😂 ##url"
2790,78296596,"""@username awon omo ale jati jati"""
2792,78296598,"""olofo lo n binu ologo  kikikikikiki  the crown of the peacock is unlike that of any other birds   no be me talk am na awa zaddy teebillz  #akwaabatacha  #tachaxdespitegoc  #tachaxdespitegoc ##url"
2793,78296599,"""@username ori yin ti buru. foolish politicians are there deliberating on how they want to slash your salary and you're here spewing rubbish. oju yin maa to bo. your body go do wotorwotor"""
2794,78296600,"""man city ti lule o, be like liverpool lokan bayi o"""
